date,open,close,high,low,volume
20210111  15:45,809.43,814.31,816.62,809.2,5350
20210111  15:50,814.56,816.74,819,814.26,5216
20210111  15:55,816.5,811.18,816.72,808.52,7684
20210111  16:00,811.19,809.85,811.84,808.01,10069
20210111  16:05,810.25,811.32,812,809.74,260
20210111  16:10,811.47,818.01,818.07,810.49,486
20210111  16:15,817.83,815,817.98,813.51,236
20210111  16:20,814.7,812.8,816,812.49,119
20210111  16:25,813,812.88,813.19,811,155
20210111  16:30,812.88,809.78,812.88,809,234
20210111  16:35,809.55,809.5,811.19,808,126
20210111  16:40,809.01,808.89,809.31,808,83
20210111  16:45,808.88,808.8,809.48,808.28,52
20210111  16:50,809.5,810.84,810.96,809.2,50
20210111  16:55,810.98,811.38,811.51,810.71,49
20210111  17:00,811.33,810,811.34,810,71
20210111  17:05,809.25,809.35,809.83,809.1,18
20210111  17:10,809.1,810,810,809.1,43
20210111  17:15,809.84,810.5,810.99,809.1,30
20210111  17:20,810.48,810.44,811,810.05,47
20210111  17:25,810.63,810.5,810.99,810.49,12
20210111  17:30,810.1,811,811,810.1,43
20210111  17:35,811,812.35,814,811,63
20210111  17:40,812.75,815.5,816,812.51,190
20210111  17:45,815.25,818.5,818.9,815.25,176
20210111  17:50,818.85,817.23,819.3,816,139
20210111  17:55,817.01,817.05,818,816.7,120
20210111  18:00,817,815.5,817.07,815.27,107
20210111  18:05,815.6,815.6,816.1,815.36,25
20210111  18:10,815.34,815.4,816.89,815.32,59
20210111  18:15,815.52,815.79,816.2,815.2,41
20210111  18:20,815.88,816.5,816.5,815.59,99
20210111  18:25,816.5,816.64,816.75,816.2,53
20210111  18:30,816.59,817.2,817.51,816.59,95
20210111  18:35,817.2,817.95,818,817,61
20210111  18:40,817.98,817.3,818.4,817.05,62
20210111  18:45,817.15,817.5,818,817.15,58
20210111  18:50,817.41,817.66,817.85,817.15,53
20210111  18:55,817.73,818.5,818.5,817.41,167
20210111  19:00,818.17,817.62,818.2,817.3,124
20210111  19:05,817.94,815.8,817.97,815.8,85
20210111  19:10,815.76,816.75,816.75,815.76,21
20210111  19:15,816.16,817.5,817.51,816,57
20210111  19:20,817.34,817,817.8,817,121
20210111  19:25,817.39,817.95,817.95,817.01,33
20210111  19:30,817.6,817.7,818,817.5,30
20210111  19:35,817.8,817.7,817.8,817,49
20210111  19:40,817.79,817.02,817.93,817.02,56
20210111  19:45,817.07,816.22,817.25,816.08,37
20210111  19:50,816.22,816.36,816.99,816.22,83
20210111  19:55,816.5,818.5,818.5,816.02,255
20210112  04:00,822,828.45,829.98,822,66
20210112  04:05,828.15,831.89,832,826.21,47
20210112  04:10,830.7,832.22,833.69,830,28
20210112  04:15,831.55,832.35,833,831.04,30
20210112  04:20,832.8,834.49,835.95,832.8,59
20210112  04:25,835,833.5,836.93,833.31,37
20210112  04:30,833.35,833,834.84,833,24
20210112  04:35,832.97,832.95,833.51,832.35,9
20210112  04:40,832.38,832.5,832.5,831.52,8
20210112  04:45,832.5,832.97,833,832.49,12
20210112  04:50,832.96,832.96,832.96,832.96,2
20210112  04:55,833,832.95,833,832.95,2
20210112  05:00,832.7,833.5,833.98,832,14
20210112  05:05,834.8,834.4,834.8,834.4,2
20210112  05:10,834.75,835,836,834.75,13
20210112  05:15,835,835,835,835,5
20210112  05:20,835,835,835,835,0
20210112  05:25,834.89,835,835,834.89,7
20210112  05:30,835,835,835,835,7
20210112  05:35,834.5,833.5,834.5,833.4,5
20210112  05:40,833.92,833.8,833.92,833.8,2
20210112  05:45,833.49,833,833.49,833,2
20210112  05:50,832.03,831.75,832.03,831.75,2
20210112  05:55,830.31,830.31,830.75,830.31,7
20210112  06:00,830.53,830,830.53,830,58
20210112  06:05,830.06,830.31,830.31,829.99,12
20210112  06:10,830.32,831.89,831.89,830.32,2
20210112  06:15,830.5,829.14,830.5,828.75,29
20210112  06:20,829.14,828.74,829.14,828.23,13
20210112  06:25,828.71,829,829.01,828.71,4
20210112  06:30,829.23,826.5,829.23,826.49,11
20210112  06:35,827.02,826.5,827.55,826.2,20
20210112  06:40,826,825.46,826.59,825.46,8
20210112  06:45,826.28,826.98,826.98,826.28,4
20210112  06:50,827.03,826.31,827.03,826.31,3
20210112  06:55,826.3,826.42,827.95,825.75,35
20210112  07:00,825.86,830.55,832.46,825.86,688
20210112  07:05,830.65,831.7,831.7,830,187
20210112  07:10,831.44,830.33,832.1,830.03,198
20210112  07:15,830.6,833.5,833.54,830.49,221
20210112  07:20,833.5,834.2,834.77,832.57,364
20210112  07:25,833.99,833.61,836.07,833.43,484
20210112  07:30,833.56,834,834.69,833.56,92
20210112  07:35,833.8,834.07,834.45,832.38,127
20210112  07:40,834.44,834.6,836.38,834.44,235
20210112  07:45,834.6,835.06,835.19,833.79,106
20210112  07:50,835.28,835.19,835.28,834.42,88
20210112  07:55,835.32,834.15,835.32,833.04,92
20210112  08:00,831.32,833.18,836,826.49,762
20210112  08:05,833.25,833,833.79,832.49,59
20210112  08:10,832.95,831.68,833.86,831.15,169
20210112  08:15,831.02,830.81,832.98,830.81,164
20210112  08:20,830.73,829.8,830.75,828.52,234
20210112  08:25,829.55,828.57,829.66,827.56,263
20210112  08:30,828.76,830,831.25,828.49,384
20210112  08:35,829.64,829.25,830,828.49,83
20210112  08:40,829.51,830.99,830.99,828.49,175
20210112  08:45,830.37,829.75,832.31,829.5,205
20210112  08:50,829.5,830.05,831.6,828.09,105
20210112  08:55,830.03,827.18,830.75,827.18,488
20210112  09:00,827.18,829.51,830.03,827.01,394
20210112  09:05,829.51,829.65,829.71,828.49,165
20210112  09:10,829.5,831.1,833,829.5,406
20210112  09:15,831.78,833.51,833.51,831.1,259
20210112  09:20,833.15,833.18,833.51,832.01,253
20210112  09:25,833.3,831,833.4,830,312
20210112  09:30,831,841.59,843,827.34,16089
20210112  09:35,841.63,838.85,844.32,837.21,8772
20210112  09:40,839.2,845.68,846.26,838,7628
20210112  09:45,845.72,845.85,848.75,844.49,7914
20210112  09:50,845.8,842.62,846.77,839.57,7902
20210112  09:55,842.62,848.82,849.07,842,6792
20210112  10:00,848.9,849.83,851.57,844.85,7480
20210112  10:05,849.77,849.93,852.17,848.49,4933
20210112  10:10,849.89,856.68,857.73,849.89,7349
20210112  10:15,856.59,860.1,865,853.01,9038
20210112  10:20,859.89,859.42,860.77,857.68,5107
20210112  10:25,859.2,860.02,864,858.34,6007
20210112  10:30,860.19,864.82,866.57,860.1,6647
20210112  10:35,864.85,862.75,866.38,861.57,5026
20210112  10:40,862.68,862.34,863.39,859,5198
20210112  10:45,862.4,864.38,864.96,860.23,4299
20210112  10:50,864.33,863.17,865.97,860.81,4305
20210112  10:55,863.31,860.87,863.31,859.27,3462
20210112  11:00,860.87,859.99,863.69,858.6,3987
20210112  11:05,860,858.51,861.12,856.99,3424
20210112  11:10,858.83,859.25,861,857.51,3113
20210112  11:15,859.28,861.45,862.5,859.28,3531
20210112  11:20,861.66,864.08,864.65,861.42,3238
20210112  11:25,863.98,862.23,865,861.72,2445
20210112  11:30,862.4,863.95,864.4,860.67,2319
20210112  11:35,863.99,866.04,868,863.4,5952
20210112  11:40,866.15,862.97,867.2,862.66,3830
20210112  11:45,863.06,862.53,864.44,861.27,3398
20210112  11:50,862.5,858.82,862.81,858.18,4696
20210112  11:55,858.81,860.33,860.59,856.27,4316
20210112  12:00,860.35,858.7,861.41,858.21,2889
20210112  12:05,858.68,854.96,858.8,854.25,4607
20210112  12:10,854.97,850.7,856.5,849,7509
20210112  12:15,850.95,855.25,855.51,849,5615
20210112  12:20,855.19,853.6,855.47,851.05,3069
20210112  12:25,853.49,858.14,858.31,852.79,3414
20210112  12:30,858.12,857.38,858.97,856.01,3021
20210112  12:35,857.46,857.14,857.76,854.48,2737
20210112  12:40,857.2,855.87,857.57,855.01,1488
20210112  12:45,855.85,856.3,856.63,854.36,1774
20210112  12:50,856.23,856.69,857.65,855.71,1611
20210112  12:55,856.76,858.15,858.52,855.8,1905
20210112  13:00,858.4,859.7,860,856.78,2222
20210112  13:05,859.69,859.51,860,858,1996
20210112  13:10,859.64,859.28,860,858.57,1247
20210112  13:15,859.29,857.59,859.55,856.4,1465
20210112  13:20,857.63,857.98,858.36,856.77,1012
20210112  13:25,857.9,858.99,859,857.32,928
20210112  13:30,858.74,858.36,859.96,858.17,1352
20210112  13:35,858.47,858.66,859.19,857.65,1498
20210112  13:40,858.77,859.56,860.23,858.42,2730
20210112  13:45,859.56,858.55,860,858.55,1780
20210112  13:50,858.69,856.11,859.08,855,1932
20210112  13:55,855.99,855.76,857.8,855.44,1558
20210112  14:00,855.74,857.41,858.32,855.37,1739
20210112  14:05,857.38,857,857.77,856,942
20210112  14:10,856.98,854.85,857.1,854.73,1340
20210112  14:15,854.91,853.9,855,852.81,2159
20210112  14:20,854,850.93,854.14,850.05,2710
20210112  14:25,850.76,851.33,852.19,847.64,3795
20210112  14:30,851.11,855.26,856.37,850.52,3886
20210112  14:35,855.3,855.16,856.5,853.83,2231
20210112  14:40,855.2,854.33,855.81,854.03,1396
20210112  14:45,854.18,852.62,854.18,851.46,2577
20210112  14:50,852.57,850.89,853.66,850.19,1972
20210112  14:55,851.03,854,854.17,850.4,2453
20210112  15:00,854.08,854.86,855.25,853.11,2301
20210112  15:05,854.87,854.59,854.88,851.4,1974
20210112  15:10,854.62,854.65,855.05,853.01,1459
20210112  15:15,854.66,857.86,857.86,853.37,3243
20210112  15:20,857.83,859.91,860.15,856.74,3570
20210112  15:25,859.92,858.56,860.07,857.76,2437
20210112  15:30,858.43,856.76,859.1,855.66,1948
20210112  15:35,856.74,854.72,856.75,853.03,3121
20210112  15:40,854.73,854.47,856.94,854.35,2407
20210112  15:45,854.42,856.83,858.18,853.55,2900
20210112  15:50,856.9,851.7,856.93,851.57,4771
20210112  15:55,851.57,849.61,851.57,848.6,7707
20210112  16:00,849.5,849.44,856.66,849.22,10856
20210112  16:05,849.43,848.45,856.52,847.6,908
20210112  16:10,848.75,848.47,849.44,848.25,158
20210112  16:15,848.97,849.2,849.44,848.4,95
20210112  16:20,849.33,848.22,849.4,848.05,133
20210112  16:25,848.28,847.55,848.28,847.1,170
20210112  16:30,847.52,848.45,848.5,847.52,38
20210112  16:35,848.5,848.33,849,848.31,15
20210112  16:40,848.49,849.3,849.4,848.21,52
20210112  16:45,849.03,850.8,851.25,849,269
20210112  16:50,850.5,849.43,850.5,849.01,52
20210112  16:55,849.6,848.92,849.7,848.92,14
20210112  17:00,849.01,848.73,849.02,848.73,32
20210112  17:05,849.35,849.71,850.24,849.05,53
20210112  17:10,849.71,849.7,850.8,849.63,17
20210112  17:15,850.12,850.06,850.69,849.8,23
20210112  17:20,850.25,850,850.28,850,14
20210112  17:25,850,850.5,850.6,850,25
20210112  17:30,850.2,851,851,850.2,33
20210112  17:35,850.93,851.5,851.95,850.93,94
20210112  17:40,851,851.64,852.75,851,66
20210112  17:45,852,851,852,851,29
20210112  17:50,851,851.5,851.51,851,22
20210112  17:55,851.85,851.5,851.85,851.26,5
20210112  18:00,851.68,850.51,851.68,850.51,15
20210112  18:05,850.42,850.5,850.7,850.36,40
20210112  18:10,850.22,850.5,851,850.21,30
20210112  18:15,850.5,851,851.1,850.49,18
20210112  18:20,850.71,850.74,850.74,850.71,9
20210112  18:25,850.74,850.76,851,850.74,29
20210112  18:30,851,851,851,851,8
20210112  18:35,851.02,850.9,851.29,850.9,14
20210112  18:40,850.5,851,851,850.23,28
20210112  18:45,850.5,850.51,850.76,850.49,29
20210112  18:50,851,851,851.4,851,12
20210112  18:55,850.61,850.85,850.85,850.6,16
20210112  19:00,850.55,850.5,850.55,850.23,25
20210112  19:05,850.93,851,851.39,850.93,20
20210112  19:10,851.75,851.04,851.75,851.04,10
20210112  19:15,851.4,851.49,851.8,851.37,30
20210112  19:20,851.47,851.4,851.47,851.4,4
20210112  19:25,851.4,852,852,851.4,44
20210112  19:30,851.55,851.45,851.55,851.35,31
20210112  19:35,851.36,851.5,851.51,851.25,26
20210112  19:40,851.52,851.5,851.99,851.5,41
20210112  19:45,851.85,851.01,851.9,851.01,56
20210112  19:50,851.05,851.5,851.51,851.05,30
20210112  19:55,851.5,852,852,851.15,77
20210113  04:00,855,858.5,860.49,855,45
20210113  04:05,859.4,855.13,861,855.13,40
20210113  04:10,854,849,856.95,848.85,218
20210113  04:15,849.1,853.31,855,849.1,41
20210113  04:20,853.61,855.8,855.8,853.61,12
20210113  04:25,856.75,855.8,856.75,855.8,20
20210113  04:30,854.75,854.75,854.75,854.75,2
20210113  04:35,854.75,854.75,854.75,854.75,0
20210113  04:40,855.5,855.5,855.51,855.5,1
20210113  04:45,856,856,856,856,11
20210113  04:50,855.7,856,856.12,855.7,11
20210113  04:55,854.8,852,854.8,852,13
20210113  05:00,852,851.8,852,851.21,13
20210113  05:05,851.4,850,851.4,849,112
20210113  05:10,850.89,851.56,851.56,850.89,7
20210113  05:15,851,850,851.51,850,12
20210113  05:20,850.4,850.3,850.8,850.3,44
20210113  05:25,849.28,848.1,849.28,848.1,9
20210113  05:30,848,844,848,844,76
20210113  05:35,843.01,843.01,844.03,843,6
20210113  05:40,844.89,846.11,846.11,844.89,5
20210113  05:45,845.55,845,845.55,845,24
20210113  05:50,845.11,845,845.11,845,8
20210113  05:55,845,845,845,845,3
20210113  06:00,845,845,845,845,0
20210113  06:05,845,845,845,845,0
20210113  06:10,845,845,845,845,0
20210113  06:15,845,845,845,845,0
20210113  06:20,842,841.22,842,840.25,47
20210113  06:25,840.59,840.2,841.04,839.1,57
20210113  06:30,840.26,842.4,842.4,840.25,6
20210113  06:35,843,843.93,843.93,842.9,8
20210113  06:40,843.53,843.2,843.53,843.2,2
20210113  06:45,844,842.23,844.44,842.11,9
20210113  06:50,842.51,843.73,843.79,842.51,4
20210113  06:55,843.79,843.51,845,843.11,24
20210113  07:00,843,846.78,847.28,843,195
20210113  07:05,846.21,847.49,849,846.12,211
20210113  07:10,847.06,846.5,847.44,846.01,87
20210113  07:15,846.5,846.01,847.01,845.79,124
20210113  07:20,845.9,848.84,848.85,845.86,64
20210113  07:25,848.47,848.5,849.7,847.11,111
20210113  07:30,848,847.46,848.23,846.01,114
20210113  07:35,847.98,848.03,848.03,846.49,67
20210113  07:40,847.73,848.61,849,847.73,64
20210113  07:45,848.98,848.56,849.2,847.85,33
20210113  07:50,848.23,847,848.23,847,26
20210113  07:55,846.88,846.52,847.02,846.04,138
20210113  08:00,845,848.49,849.4,844,339
20210113  08:05,847.99,846.7,848,846.22,74
20210113  08:10,846.25,845.76,846.46,845,164
20210113  08:15,845.03,844.84,846,844.84,58
20210113  08:20,844.44,845.5,845.81,844.1,59
20210113  08:25,845.57,845.99,845.99,845.2,13
20210113  08:30,845.94,846.65,847.6,845.9,105
20210113  08:35,847,847.3,847.3,846.98,42
20210113  08:40,847.35,847,847.69,847,59
20210113  08:45,847,846.83,847,845.65,55
20210113  08:50,846,846.75,846.75,846,13
20210113  08:55,846.64,847.49,847.49,846.64,10
20210113  09:00,847.2,846.55,847.2,846.49,23
20210113  09:05,846.9,847,847.09,846.56,38
20210113  09:10,846.75,847.2,847.51,846.75,50
20210113  09:15,847.6,852.74,852.74,847.6,259
20210113  09:20,852.5,854.61,856,852.49,510
20210113  09:25,854.99,852.77,855,852.39,183
20210113  09:30,852.41,856.83,860.47,852,10118
20210113  09:35,856.41,857.29,860.36,855.1,6005
20210113  09:40,857.21,845.51,858,845.18,6781
20210113  09:45,845.74,852,854.25,845.63,6244
20210113  09:50,852,849.81,854.35,846.49,3985
20210113  09:55,849.81,846.17,851.38,845.5,3078
20210113  10:00,846.11,834.32,846.53,833.51,9410
20210113  10:05,834.36,844.2,844.99,834.2,7102
20210113  10:10,843.79,840.86,844.98,837.17,4243
20210113  10:15,840.89,839.26,841.81,836.38,3152
20210113  10:20,839.3,842.07,843.9,839,3559
20210113  10:25,841.77,839.84,843.2,837.65,3013
20210113  10:30,839.9,839.52,840.7,837,2369
20210113  10:35,839.46,840.83,842.19,838.25,2715
20210113  10:40,840.68,843.87,845,838.49,4072
20210113  10:45,843.67,844.1,846.8,842.49,3072
20210113  10:50,844.14,844.65,845.78,842.17,1942
20210113  10:55,844.47,843.9,845.51,843.65,1399
20210113  11:00,844.16,842.31,844.8,841.25,1488
20210113  11:05,842.66,843.43,843.84,841.97,1000
20210113  11:10,843.34,840.88,843.85,840.7,1168
20210113  11:15,840.85,839.63,841.51,839.1,1738
20210113  11:20,839.62,841.89,842.17,838.75,1610
20210113  11:25,841.64,842.44,843,840.62,1428
20210113  11:30,842.51,840.49,842.65,839.8,1101
20210113  11:35,840.62,840.96,841.42,840.13,659
20210113  11:40,841.08,842.01,842.11,840.39,643
20210113  11:45,841.96,839.94,842.15,839.73,1047
20210113  11:50,840.02,839.37,840.21,838.1,1991
20210113  11:55,839.33,837.94,840.21,837.37,1445
20210113  12:00,838,834.54,838.58,834.1,2918
20210113  12:05,834.63,835.5,837.06,834.2,2041
20210113  12:10,835.57,837.61,838.63,835.35,1575
20210113  12:15,837.54,837.62,838.94,837.41,1138
20210113  12:20,837.67,837.77,838.46,837.41,864
20210113  12:25,837.68,839.15,839.84,837.43,1873
20210113  12:30,839.11,836.44,839.4,836,1438
20210113  12:35,836.45,835.62,836.45,834.35,1998
20210113  12:40,835.79,836.21,836.89,834.7,1693
20210113  12:45,836.43,832,836.62,832,2223
20210113  12:50,832.12,835.94,836.54,832,2633
20210113  12:55,836.09,839.99,841.48,835.66,3092
20210113  13:00,840.06,840.16,840.5,838,2002
20210113  13:05,840.31,838.82,840.46,837.79,1622
20210113  13:10,838.92,837.8,838.97,837.76,916
20210113  13:15,837.81,837.17,839.5,836.74,1337
20210113  13:20,837.37,838.12,838.82,837.17,679
20210113  13:25,838.3,838.02,838.88,837.45,640
20210113  13:30,837.95,836.66,838.08,836.6,597
20210113  13:35,836.7,839.42,839.56,836.55,1238
20210113  13:40,839.39,839.4,840.41,838.56,1197
20210113  13:45,839.42,838.44,839.55,837.26,884
20210113  13:50,838.57,841.19,841.38,837.95,1373
20210113  13:55,841.15,844,844,841.09,2964
20210113  14:00,843.95,846.62,847,842.77,3841
20210113  14:05,846.58,847.4,848.95,846.41,3122
20210113  14:10,847.28,852.08,852.15,847.24,4103
20210113  14:15,852.17,854.25,854.25,850.55,4152
20210113  14:20,854.16,852,854.21,851.51,3104
20210113  14:25,852,853.85,855.45,851.82,3862
20210113  14:30,854.03,853.86,855.51,853.1,2590
20210113  14:35,853.7,854.31,854.5,852.37,1736
20210113  14:40,854.36,850.27,855.19,850.06,2913
20210113  14:45,850.29,851.4,852.08,849.51,2931
20210113  14:50,851.4,853.06,853.99,851.3,2404
20210113  14:55,852.88,855.63,855.73,851.4,2687
20210113  15:00,855.5,854.66,856,853.34,2350
20210113  15:05,854.66,853.49,855.9,852.52,1771
20210113  15:10,853.6,855.29,855.75,852.9,2217
20210113  15:15,855.19,857.66,858,854.26,3008
20210113  15:20,857.61,855.26,857.83,854.49,2522
20210113  15:25,855.19,851.44,855.19,851.13,2143
20210113  15:30,851.39,853.85,854,849.75,3290
20210113  15:35,853.93,853.74,854.86,852.66,1898
20210113  15:40,853.74,853.65,854.61,853.39,1425
20210113  15:45,853.71,852.66,855.83,851.64,2507
20210113  15:50,852.47,853.23,853.6,850.49,2351
20210113  15:55,853.44,854.22,855,853.2,3763
20210113  16:00,854.42,854.22,854.97,854.01,9402
20210113  16:05,854.21,855,855.51,854.21,230
20210113  16:10,855.28,854.55,855.9,854.45,244
20210113  16:15,854.4,853.16,854.76,853.16,140
20210113  16:20,853.16,853.85,854.88,853.16,103
20210113  16:25,853.5,852.1,853.9,852.1,138
20210113  16:30,852.5,853,853.51,851.75,125
20210113  16:35,852.5,852.8,852.91,852.49,24
20210113  16:40,852.6,852.93,852.93,852.02,52
20210113  16:45,852.61,853.68,853.68,852.61,46
20210113  16:50,853.8,853.75,853.94,853.4,37
20210113  16:55,853.46,853.4,853.89,853.4,45
20210113  17:00,853.4,852.51,853.4,852.51,41
20210113  17:05,852.74,852.77,852.78,852.51,81
20210113  17:10,852.75,852.75,852.8,852.75,7
20210113  17:15,852.8,852.84,852.98,852.78,22
20210113  17:20,852.82,852.57,852.82,852.49,17
20210113  17:25,852.69,852.55,852.75,852.55,38
20210113  17:30,852.55,852.13,852.9,852.13,27
20210113  17:35,852.03,852.14,852.14,852.03,6
20210113  17:40,852.45,852.5,852.7,852.45,15
20210113  17:45,852.33,849,852.7,849,157
20210113  17:50,849.1,851,851.23,849.02,45
20210113  17:55,851,850.5,851.8,850.49,44
20210113  18:00,850.45,845.51,850.45,845.01,249
20210113  18:05,845.5,845,846,843,135
20210113  18:10,845,844.3,846,844,128
20210113  18:15,844.22,842,845.89,842,161
20210113  18:20,841.91,839,843,838.8,264
20210113  18:25,839.03,844,844.49,839.03,182
20210113  18:30,844.05,844.5,845.44,843.55,122
20210113  18:35,844.81,843.5,844.81,843.04,48
20210113  18:40,843.2,844.62,844.9,843.2,51
20210113  18:45,844.5,844.75,844.88,844,25
20210113  18:50,844.48,845.59,845.59,844.48,59
20210113  18:55,846,846,846.77,845.52,110
20210113  19:00,846,846.8,846.8,846,17
20210113  19:05,846.9,846.6,846.9,845.19,87
20210113  19:10,846.85,846.25,846.85,846,26
20210113  19:15,846.42,846.77,846.77,846.1,38
20210113  19:20,847,846,847,845.8,91
20210113  19:25,845.62,844.9,845.9,844.2,131
20210113  19:30,844.8,846.74,846.87,844.8,76
20210113  19:35,846.35,845.5,846.9,845.5,30
20210113  19:40,845,844,845.25,843.53,107
20210113  19:45,844.48,844.2,844.99,844.05,37
20210113  19:50,844.47,844.05,844.75,844.05,167
20210113  19:55,844,843.1,844.5,842.49,237
20210114  04:00,840,841.61,842.07,839,52
20210114  04:05,841.57,839.9,841.57,839.9,21
20210114  04:10,839.7,837.66,839.7,837.66,41
20210114  04:15,839.03,840.3,840.3,839.03,13
20210114  04:20,839.68,839.5,840,839.5,8
20210114  04:25,839.4,839,839.4,839,6
20210114  04:30,839.53,839.98,839.98,839.37,4
20210114  04:35,840.7,841.07,841.07,840.7,4
20210114  04:40,840.6,840.25,840.9,840.25,12
20210114  04:45,839.56,839.88,840,839,24
20210114  04:50,839.14,839.14,839.14,839.14,1
20210114  04:55,839.8,839.8,839.8,839.8,1
20210114  05:00,838.9,838.9,838.9,838.9,1
20210114  05:05,838.9,838.9,838.9,838.9,0
20210114  05:10,839.73,840,840,839.73,6
20210114  05:15,839.8,839.69,840,839.69,7
20210114  05:20,839.8,840,840,839.8,15
20210114  05:25,838.65,838.65,838.65,838.65,1
20210114  05:30,838.56,839,839,838.56,5
20210114  05:35,839,839,839,839,1
20210114  05:40,839,839,839,839,2
20210114  05:45,839,839,839,839,0
20210114  05:50,838,838,838,838,4
20210114  05:55,838.49,838.6,838.6,838.49,2
20210114  06:00,837.99,838.69,838.7,837.99,3
20210114  06:05,838.75,840,840,838.75,9
20210114  06:10,839.9,840,840,839.9,43
20210114  06:15,840,839.7,840,839.7,20
20210114  06:20,839.5,839.5,839.51,839.5,3
20210114  06:25,839.5,839.5,839.5,839.5,0
20210114  06:30,839.5,839.5,839.5,839.5,0
20210114  06:35,839.06,839.06,839.06,839.06,2
20210114  06:40,839.9,841.51,842.35,839.9,31
20210114  06:45,841.51,841.51,841.51,841.51,0
20210114  06:50,841.51,841.51,841.51,841.51,0
20210114  06:55,842.18,843.98,843.99,842.18,8
20210114  07:00,843.76,843.68,844.34,841.51,353
20210114  07:05,843.25,842.74,843.48,842.49,68
20210114  07:10,842.99,843.48,843.48,842.75,32
20210114  07:15,843.48,844.88,844.88,843.48,46
20210114  07:20,844.99,845.1,845.8,844.98,120
20210114  07:25,845.3,846,846.19,845.3,30
20210114  07:30,845.65,845.4,845.7,845.37,22
20210114  07:35,845.4,846.5,846.5,845.4,50
20210114  07:40,846.54,846.98,846.98,846.15,35
20210114  07:45,846.98,847.69,847.77,846.98,47
20210114  07:50,847.76,847.94,847.95,847.3,36
20210114  07:55,847.94,847.05,847.94,847,62
20210114  08:00,843.5,845.57,847.88,841.95,208
20210114  08:05,846.21,846.5,846.78,845.9,48
20210114  08:10,846.11,846.5,846.9,846.11,33
20210114  08:15,846.5,845.7,846.5,845.49,42
20210114  08:20,845.55,844,845.55,844,165
20210114  08:25,843.77,843.72,845,843.51,122
20210114  08:30,843.7,843.68,844,843,166
20210114  08:35,843.99,844.89,844.91,843.5,62
20210114  08:40,844.55,843.7,844.89,843.5,59
20210114  08:45,843.75,843.57,843.89,842.7,143
20210114  08:50,843.57,843.92,843.92,843.5,36
20210114  08:55,843.8,843.63,843.8,843.5,75
20210114  09:00,843.63,842.6,843.63,842,208
20210114  09:05,842.6,843,843.41,842.49,127
20210114  09:10,842.99,842.8,843,842.71,61
20210114  09:15,843,842.15,843,842,120
20210114  09:20,842.21,844.89,844.89,842.15,157
20210114  09:25,845,843.5,845.99,842.93,351
20210114  09:30,843.49,842.73,847.68,840.66,8045
20210114  09:35,842.69,842.3,843.49,838.75,5557
20210114  09:40,842.28,848.79,849.7,842.12,5781
20210114  09:45,848.68,845.5,848.99,844.29,3672
20210114  09:50,845.62,843.99,846.67,842.77,2819
20210114  09:55,843.82,846.41,847.89,843.3,3208
20210114  10:00,846.55,852.47,853.87,846.32,5779
20210114  10:05,852.68,855.33,857.84,852.59,6381
20210114  10:10,855.4,859.24,860,854.6,6231
20210114  10:15,859.28,859.08,860.35,857.25,5242
20210114  10:20,859.1,859.28,860.1,856.49,4674
20210114  10:25,859.28,858,860.01,857.4,5509
20210114  10:30,858,862.19,863,855.2,6813
20210114  10:35,862.27,859.27,862.44,858.51,5200
20210114  10:40,859.27,861.09,861.92,859,3451
20210114  10:45,861.18,860.37,862.22,859.42,3234
20210114  10:50,860.43,858.97,860.45,858,2021
20210114  10:55,859.4,857.03,860.1,856.06,2399
20210114  11:00,856.83,858.36,858.94,856.59,1720
20210114  11:05,858.19,857.85,859.25,856.77,1566
20210114  11:10,857.9,857.56,859.7,856.88,1725
20210114  11:15,857.56,855.64,857.56,853.08,2787
20210114  11:20,855.61,852.93,855.77,852.49,2192
20210114  11:25,852.7,853.24,854.7,852.19,2085
20210114  11:30,853.05,855.06,856.14,852.96,2394
20210114  11:35,854.85,856.41,856.75,854.49,1680
20210114  11:40,856.34,856.9,858,855.57,1571
20210114  11:45,857.13,854.45,857.59,854.2,1384
20210114  11:50,854.38,852.17,855.35,851.5,2153
20210114  11:55,852.1,853.22,853.63,850.2,2395
20210114  12:00,853.3,852.06,853.67,851.5,1305
20210114  12:05,852.02,853.33,854.23,851.01,1455
20210114  12:10,853.1,853.64,853.84,850.62,1316
20210114  12:15,853.84,852.36,853.88,851.62,788
20210114  12:20,852.36,856.12,856.76,852.27,2022
20210114  12:25,856.42,856.28,856.63,855.32,1288
20210114  12:30,856.29,856.61,858,855.76,2466
20210114  12:35,856.75,854.12,856.98,853.11,1757
20210114  12:40,854.12,852.63,854.12,852.49,1638
20210114  12:45,852.5,852.58,852.8,850.87,1699
20210114  12:50,852.46,853.2,853.43,852.35,997
20210114  12:55,853.29,854.24,854.6,852.81,1491
20210114  13:00,854.2,849.4,854.21,845.65,2587
20210114  13:05,849.51,847.41,849.51,846.2,3395
20210114  13:10,847.43,848.64,849.7,845.63,3009
20210114  13:15,848.75,848.46,851.09,848,2258
20210114  13:20,848.41,848.08,849.41,846.88,1599
20210114  13:25,848.01,845.11,848.16,844.69,2048
20210114  13:30,845,846.53,847.57,844,2585
20210114  13:35,846.41,846.84,847.51,845.93,971
20210114  13:40,846.92,849.15,849.45,846,1811
20210114  13:45,849.11,849.5,850,848.42,1578
20210114  13:50,849.75,850.29,852.82,849.68,2866
20210114  13:55,850.22,847.03,850.22,847.03,1798
