,netProfit,netProfitPercentage,longProfit,longProfitPercentage,shortProfit,shortProfitPercentage,maxGain,maxLoss,maxGainShort,maxGainLong,maxLossShort,maxLossLong,totalTrades,totalShortTrades,totalLongTrades
0,5444.1,34.89,2676.8,21.116,2767.3,21.675,1184.22,-333.0,754.38,1184.22,-333.0,-257.84,66,31,35
